Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Seedcradle Witch	['Creature']	['Elf', 'Shaman']	1	['White', 'Green']	1	1	{2}{G}{W}: Target creature gets +3/+3 until end of turn. Untap that creature.	['SHM']
Wayfaring Temple	['Creature']	['Elemental']	3	['White', 'Green']	*	*	Wayfaring Temple's power and toughness are each equal to the number of creatures you control. Whenever Wayfaring Temple deals combat damage to a player, populate. (Put a token onto the battlefield that's a copy of a creature token you control.)	['RTR']
Barbarian Riftcutter	['Creature']	['Human', 'Barbarian']	5	['Red']	3	3	{R}, Sacrifice Barbarian Riftcutter: Destroy target land.	['RAV']
Ulamog's Despoiler	['Creature']	['Eldrazi', 'Processor']	6	colorless	5	5	As Ulamog's Despoiler enters the battlefield, you may put two cards your opponents own from exile into their owners' graveyards. If you do, Ulamog's Despoiler enters the battlefield with four +1/+1 counters on it.	['BFZ']
Angel of Retribution	['Creature']	['Angel']	7	['White']	5	5	Flying, first strike	['TOR']
Giant Adephage	['Creature']	['Insect']	7	['Green']	7	7	Trample Whenever Giant Adephage deals combat damage to a player, put a token onto the battlefield that's a copy of Giant Adephage.	['GTC']
Pus Kami	['Creature']	['Spirit']	7	['Black']	3	3	{B}, Sacrifice Pus Kami: Destroy target nonblack creature. Soulshift 6 (When this creature dies, you may return target Spirit card with converted mana cost 6 or less from your graveyard to your hand.)	['BOK']
Stone-Seeder Hierophant	['Creature']	['Human', 'Druid']	4	['Green']	1	1	Whenever a land enters the battlefield under your control, untap Stone-Seeder Hierophant. {T}: Untap target land.	['RAV']
Azorius Justiciar	['Creature']	['Human', 'Wizard']	4	['White']	2	2	When Azorius Justiciar enters the battlefield, detain up to two target creatures your opponents control. (Until your next turn, those creatures can't attack or block and their activated abilities can't be activated.)	['RTR']
Phyrexian Metamorph	['Artifact', 'Creature']	['Shapeshifter']	4	['Blue']	0	0	({U/P} can be paid with either {U} or 2 life.) You may have Phyrexian Metamorph enter the battlefield as a copy of any artifact or creature on the battlefield, except it's an artifact in addition to its other types.	['pLPA', 'NPH']
Bosh, Iron Golem	['Artifact', 'Creature']	['Golem']	8	colorless	6	7	Trample {3}{R}, Sacrifice an artifact: Bosh, Iron Golem deals damage equal to the sacrificed artifact's converted mana cost to target creature or player.	['MRD', 'HOP', 'C14']
Bog Witch	['Creature']	['Human', 'Spellshaper']	3	['Black']	1	1	{B}, {T}, Discard a card: Add {B}{B}{B} to your mana pool.	['MMQ', 'ARC']
Wirewood Guardian	['Creature']	['Elf', 'Mutant']	7	['Green']	6	6	Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, and put it into your hand. Then shuffle your library.)	['SCG']
Silver Erne	['Creature']	['Bird']	4	['Blue']	2	2	Flying, trample	['ICE']
Mangara of Corondor	['Creature']	['Human', 'Wizard']	3	['White']	1	1	{T}: Exile Mangara of Corondor and target permanent.	['TSP']
Blade Sliver	['Creature']	['Sliver']	3	['Red']	2	2	All Sliver creatures get +1/+0.	['LGN']
Armada Wurm	['Creature']	['Wurm']	6	['White', 'Green']	5	5	Trample When Armada Wurm enters the battlefield, put a 5/5 green Wurm creature token with trample onto the battlefield.	['RTR']
Yasova Dragonclaw	['Creature']	['Human', 'Warrior']	3	['Green']	4	2	Trample At the beginning of combat on your turn, you may pay {1}{U/R}{U/R}. If you do, gain control of target creature an opponent controls with power less than Yasova Dragonclaw's power until end of turn, untap that creature, and it gains haste until end of turn.	['FRF']
Æthersnipe	['Creature']	['Elemental']	6	['Blue']	4	4	When Æthersnipe enters the battlefield, return target nonland permanent to its owner's hand. Evoke {1}{U}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)	['LRW', 'DD2', 'CMD', 'MMA', 'DD3_JVC', 'MM2']
Chief of the Edge	['Creature']	['Human', 'Warrior']	2	['White', 'Black']	3	2	Other Warrior creatures you control get +1/+0.	['KTK']
Covert Operative	['Creature']	['Human', 'Wizard']	5	['Blue']	3	2	Covert Operative can't be blocked.	['LGN']
Scoria Cat	['Creature']	['Cat']	5	['Red']	3	3	Scoria Cat gets +3/+3 as long as you control no untapped lands.	['PCY']
Hundroog	['Creature']	['Beast']	7	['Green']	4	7	Cycling {3} ({3}, Discard this card: Draw a card.)	['LGN']
Blood-Toll Harpy	['Creature']	['Harpy']	3	['Black']	2	1	Flying When Blood-Toll Harpy enters the battlefield, each player loses 1 life.	['THS']
Elder Spawn	['Creature']	['Spawn']	7	['Blue']	6	6	At the beginning of your upkeep, unless you sacrifice an Island, sacrifice Elder Spawn and it deals 6 damage to you. Elder Spawn can't be blocked by red creatures.	['LEG']
Wall of Hope	['Creature']	['Wall']	1	['White']	0	3	Defender (This creature can't attack.) Whenever Wall of Hope is dealt damage, you gain that much life.	['LGN']
Magus of the Mirror	['Creature']	['Human', 'Wizard']	6	['Black']	4	2	{T}, Sacrifice Magus of the Mirror: Exchange life totals with target opponent. Activate this ability only during your upkeep.	['TSP', 'CNS']
Armored Wolf-Rider	['Creature']	['Elf', 'Knight']	5	['White', 'Green']	4	6	NA	['DGM']
Scourge of Skola Vale	['Creature']	['Hydra']	3	['Green']	0	0	Trample Scourge of Skola Vale enters the battlefield with two +1/+1 counters on it. {T}, Sacrifice another creature: Put a number of +1/+1 counters on Scourge of Skola Vale equal to the sacrificed creature's toughness.	['BNG']
Triskelavus	['Artifact', 'Creature']	['Construct']	7	colorless	1	1	Flying Triskelavus enters the battlefield with three +1/+1 counters on it. {1}, Remove a +1/+1 counter from Triskelavus: Put a 1/1 colorless Triskelavite artifact creature token with flying onto the battlefield. It has "Sacrifice this creature: This creature deals 1 damage to target creature or player."	['TSP', 'CMD']
Geistcatcher's Rig	['Artifact', 'Creature']	['Construct']	6	colorless	4	5	When Geistcatcher's Rig enters the battlefield, you may have it deal 4 damage to target creature with flying.	['ISD']
Valiant Guard	['Creature']	['Human', 'Soldier']	1	['White']	0	3	NA	['CON']
Krovikan Sorcerer	['Creature']	['Human', 'Wizard']	3	['Blue']	1	1	{T}, Discard a nonblack card: Draw a card. {T}, Discard a black card: Draw two cards, then discard one of them.	['ICE', '5ED', 'ME2', 'VMA']
Seasoned Marshal	['Creature']	['Human', 'Soldier']	4	['White']	2	2	Whenever Seasoned Marshal attacks, you may tap target creature.	['POR', 'USG', 'BRB', '7ED', '8ED', '9ED', 'DDF']
Thoughtrender Lamia	['Enchantment', 'Creature']	['Lamia']	6	['Black']	5	3	Constellation — Whenever Thoughtrender Lamia or another enchantment enters the battlefield under your control, each opponent discards a card.	['JOU']
Stronghold Machinist	['Creature']	['Human', 'Spellshaper']	3	['Blue']	1	1	{U}{U}, {T}, Discard a card: Counter target noncreature spell.	['NMS']
Keening Apparition	['Creature']	['Spirit']	2	['White']	2	2	Sacrifice Keening Apparition: Destroy target enchantment.	['RTR']
Topan Freeblade	['Creature']	['Human', 'Soldier']	2	['White']	2	2	Vigilance (Attacking doesn't cause this creature to tap.) Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)	['ORI']
Ætherplasm	['Creature']	['Illusion']	4	['Blue']	1	1	Whenever Ætherplasm blocks a creature, you may return Ætherplasm to its owner's hand. If you do, you may put a creature card from your hand onto the battlefield blocking that creature.	['GPT']
Sunspire Gatekeepers	['Creature']	['Human', 'Soldier']	4	['White']	2	4	When Sunspire Gatekeepers enters the battlefield, if you control two or more Gates, put a 2/2 white Knight creature token with vigilance onto the battlefield.	['DGM']
Daughter of Autumn	['Creature']	['Avatar']	4	['Green']	2	4	{W}: The next 1 damage that would be dealt to target white creature this turn is dealt to Daughter of Autumn instead.	['HML']
Goldnight Redeemer	['Creature']	['Angel']	6	['White']	4	4	Flying When Goldnight Redeemer enters the battlefield, you gain 2 life for each other creature you control.	['AVR']
Woodvine Elemental	['Creature']	['Elemental']	6	['White', 'Green']	4	4	Trample Parley — Whenever Woodvine Elemental attacks, each player reveals the top card of his or her library. For each nonland card revealed this way, attacking creatures you control get +1/+1 until end of turn. Then each player draws a card.	['CNS']
Myojin of Infinite Rage	['Creature']	['Spirit']	10	['Red']	7	4	Myojin of Infinite Rage enters the battlefield with a divinity counter on it if you cast it from your hand. Myojin of Infinite Rage has indestructible as long as it has a divinity counter on it. Remove a divinity counter from Myojin of Infinite Rage: Destroy all lands.	['CHK']
Bringer of the Green Dawn	['Creature']	['Bringer']	9	['Green']	5	5	You may pay {W}{U}{B}{R}{G} rather than pay Bringer of the Green Dawn's mana cost. Trample At the beginning of your upkeep, you may put a 3/3 green Beast creature token onto the battlefield.	['5DN']
Icatian Scout	['Creature']	['Human', 'Soldier', 'Scout']	1	['White']	1	1	{1}, {T}: Target creature gains first strike until end of turn.	['FEM', '5ED', 'ME2']
Cephalid Pathmage	['Creature']	['Cephalid', 'Wizard']	3	['Blue']	1	2	Cephalid Pathmage can't be blocked. {T}, Sacrifice Cephalid Pathmage: Target creature can't be blocked this turn.	['LGN']
Chaos Imps	['Creature']	['Imp']	6	['Red']	6	5	Flying Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.) Chaos Imps has trample as long as it has a +1/+1 counter on it.	['RTR']
Fire-Belly Changeling	['Creature']	['Shapeshifter']	2	['Red']	1	1	Changeling (This card is every creature type.) {R}: Fire-Belly Changeling gets +1/+0 until end of turn. Activate this ability no more than twice each turn.	['LRW', 'DDG']
Satyr Grovedancer	['Creature']	['Satyr', 'Shaman']	2	['Green']	1	1	When Satyr Grovedancer enters the battlefield, put a +1/+1 counter on target creature.	['JOU']
Lightwalker	['Creature']	['Human', 'Warrior']	2	['White']	2	1	Lightwalker has flying as long as it has a +1/+1 counter on it.	['DTK']
Glen Elendra Pranksters	['Creature']	['Faerie', 'Wizard']	4	['Blue']	1	3	Flying Whenever you cast a spell during an opponent's turn, you may return target creature you control to its owner's hand.	['LRW']
Grotag Siege-Runner	['Creature']	['Goblin', 'Rogue']	2	['Red']	2	1	{R}, Sacrifice Grotag Siege-Runner: Destroy target creature with defender. Grotag Siege-Runner deals 2 damage to that creature's controller.	['ROE']
Protean Hulk	['Creature']	['Beast']	7	['Green']	6	6	When Protean Hulk dies, search your library for any number of creature cards with total converted mana cost 6 or less and put them onto the battlefield. Then shuffle your library.	['DIS']
Nantuko Vigilante	['Creature']	['Insect', 'Druid', 'Mutant']	4	['Green']	3	2	Morph {1}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Nantuko Vigilante is turned face up, destroy target artifact or enchantment.	['LGN']
Nether Shadow	['Creature']	['Spirit']	2	['Black']	1	1	Haste At the beginning of your upkeep, if Nether Shadow is in your graveyard with three or more creature cards above it, you may put Nether Shadow onto the battlefield.	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', '5ED', 'MED']
Arc Mage	['Creature']	['Human', 'Spellshaper']	3	['Red']	2	2	{2}{R}, {T}, Discard a card: Arc Mage deals 2 damage divided as you choose among one or two target creatures and/or players.	['NMS']
Zombie Scavengers	['Creature']	['Zombie']	3	['Black']	3	1	Exile the top creature card of your graveyard: Regenerate Zombie Scavengers.	['WTH']
Loafing Giant	['Creature']	['Giant']	5	['Red']	4	6	Whenever Loafing Giant attacks or blocks, put the top card of your library into your graveyard. If that card is a land card, prevent all combat damage Loafing Giant would deal this turn.	['INV']
Deceiver Exarch	['Creature']	['Cleric']	3	['Blue']	1	4	Flash (You may cast this spell any time you could cast an instant.) When Deceiver Exarch enters the battlefield, choose one — • Untap target permanent you control. • Tap target permanent an opponent controls.	['NPH', 'C13']
Nin, the Pain Artist	['Creature']	['Vedalken', 'Wizard']	2	['Blue', 'Red']	1	1	{X}{U}{R}, {T}: Nin, the Pain Artist deals X damage to target creature. That creature's controller draws X cards.	['CMD']
Vorinclex, Voice of Hunger	['Creature']	['Praetor']	8	['Green']	7	6	Trample Whenever you tap a land for mana, add one mana to your mana pool of any type that land produced. Whenever an opponent taps a land for mana, that land doesn't untap during its controller's next untap step.	['NPH']
Stampede Driver	['Creature']	['Human', 'Spellshaper']	1	['Green']	1	1	{1}{G}, {T}, Discard a card: Creatures you control get +1/+1 and gain trample until end of turn.	['NMS']
High Sentinels of Arashin	['Creature']	['Bird', 'Soldier']	4	['White']	3	4	Flying High Sentinels of Arashin gets +1/+1 for each other creature you control with a +1/+1 counter on it. {3}{W}: Put a +1/+1 counter on target creature.	['pPRE', 'KTK']
Sokenzan Spellblade	['Creature']	['Ogre', 'Samurai', 'Shaman']	5	['Red']	2	3	Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) {1}{R}: Sokenzan Spellblade gets +X/+0 until end of turn, where X is the number of cards in your hand.	['SOK']
Spitting Hydra	['Creature']	['Hydra']	5	['Red']	0	0	Spitting Hydra enters the battlefield with four +1/+1 counters on it. {1}{R}, Remove a +1/+1 counter from Spitting Hydra: Spitting Hydra deals 1 damage to target creature.	['STH', 'TPR']
Ember Hauler	['Creature']	['Goblin']	2	['Red']	2	2	{1}, Sacrifice Ember Hauler: Ember Hauler deals 2 damage to target creature or player.	['M11']
Warden of the Eye	['Creature']	['Djinn', 'Wizard']	5	['White', 'Blue', 'Red']	3	3	When Warden of the Eye enters the battlefield, return target noncreature, nonland card from your graveyard to your hand.	['KTK']
Nightscape Apprentice	['Creature']	['Zombie', 'Wizard']	1	['Black']	1	1	{U}, {T}: Put target creature you control on top of its owner's library. {R}, {T}: Target creature gains first strike until end of turn.	['INV']
Rimewind Cryomancer	['Creature']	['Human', 'Wizard']	4	['Blue']	2	3	{1}, {T}: Counter target activated ability. Activate this ability only if you control four or more snow permanents. (Mana abilities can't be targeted.)	['CSP']
Ogre Geargrabber	['Creature']	['Ogre', 'Warrior']	6	['Red']	4	4	Whenever Ogre Geargrabber attacks, gain control of target Equipment an opponent controls until end of turn. Attach it to Ogre Geargrabber. When you lose control of that Equipment, unattach it.	['SOM']
Indentured Oaf	['Creature']	['Ogre', 'Warrior']	4	['Red']	4	3	Prevent all damage that Indentured Oaf would deal to red creatures.	['RAV']
Oran-Rief Hydra	['Creature']	['Hydra']	6	['Green']	5	5	Trample Landfall — Whenever a land enters the battlefield under your control, put a +1/+1 counter on Oran-Rief Hydra. If that land is a Forest, put two +1/+1 counters on Oran-Rief Hydra instead.	['BFZ']
Goblin Elite Infantry	['Creature']	['Goblin', 'Warrior']	2	['Red']	2	2	Whenever Goblin Elite Infantry blocks or becomes blocked, it gets -1/-1 until end of turn.	['MIR', '6ED', '7ED', '10E']
Wall of Caltrops	['Creature']	['Wall']	2	['White']	2	1	Defender (This creature can't attack.) Whenever Wall of Caltrops blocks a creature, if at least one other Wall creature is blocking that creature and no non-Wall creatures are blocking that creature, Wall of Caltrops gains banding until end of turn. (If any creatures with banding you control are blocking a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by.)	['LEG']
Cho-Arrim Legate	['Creature']	['Human', 'Soldier']	3	['White']	1	2	Protection from black If an opponent controls a Swamp and you control a Plains, you may cast Cho-Arrim Legate without paying its mana cost.	['MMQ']
Dragonlord Atarka	['Creature']	['Elder', 'Dragon']	7	['Red', 'Green']	8	8	Flying, trample When Dragonlord Atarka enters the battlefield, it deals 5 damage divided as you choose among any number of target creatures and/or planeswalkers your opponents control.	['DTK']
Predator Ooze	['Creature']	['Ooze']	3	['Green']	1	1	Indestructible Whenever Predator Ooze attacks, put a +1/+1 counter on it. Whenever a creature dealt damage by Predator Ooze this turn dies, put a +1/+1 counter on Predator Ooze.	['DKA']
Master of Waves	['Creature']	['Merfolk', 'Wizard']	4	['Blue']	2	1	Protection from red Elemental creatures you control get +1/+1. When Master of Waves enters the battlefield, put a number of 1/0 blue Elemental creature tokens onto the battlefield equal to your devotion to blue. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)	['THS']
Dowsing Shaman	['Creature']	['Centaur', 'Shaman']	5	['Green']	3	4	{2}{G}, {T}: Return target enchantment card from your graveyard to your hand.	['RAV', 'PC2']
Zanikev Locust	['Creature']	['Insect']	6	['Black']	3	3	Flying Scavenge {2}{B}{B} ({2}{B}{B}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)	['RTR']
Kuldotha Phoenix	['Creature']	['Phoenix']	5	['Red']	4	4	Flying, haste Metalcraft — {4}: Return Kuldotha Phoenix from your graveyard to the battlefield. Activate this ability only during your upkeep and only if you control three or more artifacts.	['SOM']
Tivadar of Thorn	['Creature']	['Human', 'Knight']	3	['White']	2	2	First strike, protection from red When Tivadar of Thorn enters the battlefield, destroy target Goblin.	['TSP']
Igneous Golem	['Artifact', 'Creature']	['Golem']	5	colorless	3	4	{2}: Igneous Golem gains trample until end of turn.	['MIR']
Flowstone Giant	['Creature']	['Giant']	4	['Red']	3	3	{R}: Flowstone Giant gets +2/-2 until end of turn.	['TMP']
Akki Underminer	['Creature']	['Goblin', 'Rogue', 'Shaman']	4	['Red']	1	1	Whenever Akki Underminer deals combat damage to a player, that player sacrifices a permanent.	['CHK']
Viscerid Drone	['Creature']	['Homarid', 'Drone']	2	['Blue']	1	2	{T}, Sacrifice a creature and a Swamp: Destroy target nonartifact creature. It can't be regenerated. {T}, Sacrifice a creature and a snow Swamp: Destroy target creature. It can't be regenerated.	['ALL', 'CST', 'ME2']
Cursed Ronin	['Creature']	['Human', 'Samurai']	4	['Black']	1	1	Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.) {B}: Cursed Ronin gets +1/+1 until end of turn.	['CHK']
Indrik Stomphowler	['Creature']	['Beast']	5	['Green']	4	4	When Indrik Stomphowler enters the battlefield, destroy target artifact or enchantment.	['DIS', 'DDD', 'DD3_GVL']
Riptide Pilferer	['Creature']	['Merfolk', 'Rogue']	2	['Blue']	1	1	Whenever Riptide Pilferer deals combat damage to a player, that player discards a card. Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['PLC']
Zombie Cannibal	['Creature']	['Zombie']	1	['Black']	1	1	Whenever Zombie Cannibal deals combat damage to a player, you may exile target card from that player's graveyard.	['ODY']
Screeching Skaab	['Creature']	['Zombie']	2	['Blue']	2	1	When Screeching Skaab enters the battlefield, put the top two cards of your library into your graveyard.	['DKA', 'ORI']
Spinebiter	['Creature']	['Beast']	6	['Green']	3	4	Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.) You may have Spinebiter assign its combat damage as though it weren't blocked.	['NPH']
Sludge Crawler	['Creature']	['Eldrazi', 'Drone']	1	colorless	1	1	Devoid (This card has no color.) Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of his or her library.) {2}: Sludge Crawler gets +1/+1 until end of turn.	['BFZ']
Flailing Manticore	['Creature']	['Manticore']	4	['Red']	3	3	Flying, first strike {1}: Flailing Manticore gets +1/+1 until end of turn. Any player may activate this ability. {1}: Flailing Manticore gets -1/-1 until end of turn. Any player may activate this ability.	['MMQ']
Champion of Stray Souls	['Creature']	['Skeleton', 'Warrior']	6	['Black']	4	4	{3}{B}{B}, {T}, Sacrifice X other creatures: Return X target creature cards from your graveyard to the battlefield. {5}{B}{B}: Put Champion of Stray Souls on top of your library from your graveyard.	['BNG']
Banshee	['Creature']	['Spirit']	4	['Black']	0	1	{X}, {T}: Banshee deals half X damage, rounded down, to target creature or player, and half X damage, rounded up, to you.	['DRK', 'CHR', 'ME3']
Blizzard Elemental	['Creature']	['Elemental']	7	['Blue']	5	5	Flying {3}{U}: Untap Blizzard Elemental.	['UDS', 'BTD']
Slith Firewalker	['Creature']	['Slith']	2	['Red']	1	1	Haste Whenever Slith Firewalker deals combat damage to a player, put a +1/+1 counter on it.	['pSUS', 'MRD', 'DD2', 'DD3_JVC']
Wildwood Geist	['Creature']	['Spirit']	5	['Green']	3	3	Wildwood Geist gets +2/+2 as long as it's your turn.	['AVR']
Kalastria Nightwatch	['Creature']	['Vampire', 'Warrior', 'Ally']	5	['Black']	4	5	Whenever you gain life, Kalastria Nightwatch gains flying until end of turn.	['BFZ']
Slate Street Ruffian	['Creature']	['Human', 'Warrior']	3	['Black']	2	2	Whenever Slate Street Ruffian becomes blocked, defending player discards a card.	['GTC', 'DDM']
Vampire Interloper	['Creature']	['Vampire', 'Scout']	2	['Black']	2	1	Flying Vampire Interloper can't block.	['ISD']
Hellkite Charger	['Creature']	['Dragon']	6	['Red']	5	5	Flying, haste Whenever Hellkite Charger attacks, you may pay {5}{R}{R}. If you do, untap all attacking creatures and after this phase, there is an additional combat phase.	['ZEN', 'ARC', 'MM2']
Firehoof Cavalry	['Creature']	['Human', 'Berserker']	1	['White']	1	1	{3}{R}: Firehoof Cavalry gets +2/+0 and gains trample until end of turn.	['KTK']
Viridian Zealot	['Creature']	['Elf', 'Warrior']	2	['Green']	2	1	{1}{G}, Sacrifice Viridian Zealot: Destroy target artifact or enchantment.	['DST']
Wall of Distortion	['Creature']	['Wall']	4	['Black']	1	3	Defender (This creature can't attack.) {2}{B}, {T}: Target player discards a card. Activate this ability only any time you could cast a sorcery.	['MMQ']
Vedalken Æthermage	['Creature']	['Vedalken', 'Wizard']	2	['Blue']	1	2	Flash (You may cast this spell any time you could cast an instant.) When Vedalken Æthermage enters the battlefield, return target Sliver to its owner's hand. Wizardcycling {3} ({3}, Discard this card: Search your library for a Wizard card, reveal it, and put it into your hand. Then shuffle your library.)	['FUT']
Arcbound Ravager	['Artifact', 'Creature']	['Beast']	2	colorless	0	0	Sacrifice an artifact: Put a +1/+1 counter on Arcbound Ravager. Modular 1 (This enters the battlefield with a +1/+1 counter on it. When it dies, you may put its +1/+1 counters on target artifact creature.)	['DST', 'MMA']
Torch Drake	['Creature']	['Drake']	4	['Blue']	2	2	Flying {1}{R}: Torch Drake gets +1/+0 until end of turn.	['GPT']
Wormfang Turtle	['Creature']	['Nightmare', 'Turtle', 'Beast']	3	['Blue']	2	4	When Wormfang Turtle enters the battlefield, exile a land you control. When Wormfang Turtle leaves the battlefield, return the exiled card to the battlefield under its owner's control.	['JUD']
Primal Huntbeast	['Creature']	['Beast']	4	['Green']	3	3	Hexproof (This creature can't be the target of spells or abilities your opponents control.)	['M13']
Ali from Cairo	['Creature']	['Human']	4	['Red']	0	1	Damage that would reduce your life total to less than 1 reduces it to 1 instead.	['ARN', 'ME4']
Ancient Carp	['Creature']	['Fish']	5	['Blue']	2	5	NA	['DTK']
Contagious Nim	['Creature']	['Zombie']	3	['Black']	2	2	Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)	['SOM']
Akrasan Squire	['Creature']	['Human', 'Soldier']	1	['White']	1	1	Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)	['ALA']
Maelstrom Archangel	['Creature']	['Angel']	5	['White', 'Blue', 'Black', 'Red', 'Green']	5	5	Flying Whenever Maelstrom Archangel deals combat damage to a player, you may cast a nonland card from your hand without paying its mana cost.	['CON']
Salt Road Patrol	['Creature']	['Human', 'Scout']	4	['White']	2	5	Outlast {1}{W} ({1}{W}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)	['KTK']
Thorn Thallid	['Creature']	['Fungus']	3	['Green']	2	2	At the beginning of your upkeep, put a spore counter on Thorn Thallid. Remove three spore counters from Thorn Thallid: Thorn Thallid deals 1 damage to target creature or player.	['FEM', 'MED']
Selesnya Sagittars	['Creature']	['Elf', 'Archer']	5	['White', 'Green']	2	5	Reach (This creature can block creatures with flying.) Selesnya Sagittars can block an additional creature.	['RAV']
Dormant Gomazoa	['Creature']	['Jellyfish']	3	['Blue']	5	5	Flying Dormant Gomazoa enters the battlefield tapped. Dormant Gomazoa doesn't untap during your untap step. Whenever you become the target of a spell, you may untap Dormant Gomazoa.	['ROE']
Tahngarth, Talruum Hero	['Creature']	['Minotaur', 'Warrior']	5	['Red']	4	4	Vigilance {1}{R}, {T}: Tahngarth, Talruum Hero deals damage equal to its power to target creature. That creature deals damage equal to its power to Tahngarth.	['PLS']
Battering Craghorn	['Creature']	['Goat', 'Beast']	4	['Red']	3	1	First strike Morph {1}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['ONS', 'ARC']
Woodland Changeling	['Creature']	['Shapeshifter']	2	['Green']	2	2	Changeling (This card is every creature type.)	['LRW']
Aphetto Alchemist	['Creature']	['Human', 'Wizard']	2	['Blue']	1	2	{T}: Untap target artifact or creature. Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	['ONS']
Corrupt Official	['Creature']	['Human', 'Minion']	5	['Black']	3	1	{2}{B}: Regenerate Corrupt Official. Whenever Corrupt Official becomes blocked, defending player discards a card at random.	['MMQ']
Black Knight	['Creature']	['Human', 'Knight']	2	['Black']	2	2	First strike (This creature deals combat damage before creatures without first strike.) Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', '4ED', '5ED', 'ATH', 'pFNM', 'MED', 'M10', 'M11', 'ME4']
Thelonite Druid	['Creature']	['Human', 'Cleric', 'Druid']	3	['Green']	1	1	{1}{G}, {T}, Sacrifice a creature: Forests you control become 2/3 creatures until end of turn. They're still lands.	['FEM', 'ME2']
Jund Battlemage	['Creature']	['Human', 'Shaman']	3	['Red']	2	2	{B}, {T}: Target player loses 1 life. {G}, {T}: Put a 1/1 green Saproling creature token onto the battlefield.	['ALA']
Nessian Game Warden	['Creature']	['Beast']	5	['Green']	4	5	When Nessian Game Warden enters the battlefield, look at the top X cards of your library, where X is the number of Forests you control. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.	['JOU']
Magister of Worth	['Creature']	['Angel']	6	['White', 'Black']	4	4	Flying Will of the council — When Magister of Worth enters the battlefield, starting with you, each player votes for grace or condemnation. If grace gets more votes, each player returns each creature card from his or her graveyard to the battlefield. If condemnation gets more votes or the vote is tied, destroy all creatures other than Magister of Worth.	['pMEI', 'CNS', 'VMA']
Zodiac Ox	['Creature']	['Ox']	4	['Green']	3	3	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)	['PTK']
Thraben Purebloods	['Creature']	['Hound']	5	['White']	3	5	NA	['ISD']
Wall of Tanglecord	['Artifact', 'Creature']	['Wall']	2	colorless	0	6	Defender {G}: Wall of Tanglecord gains reach until end of turn. (It can block creatures with flying.)	['SOM']
Nacatl Hunt-Pride	['Creature']	['Cat', 'Warrior']	6	['White']	5	4	Vigilance {R}, {T}: Target creature can't block this turn. {G}, {T}: Target creature blocks this turn if able.	['CON', 'DDH']
Street Wraith	['Creature']	['Wraith']	5	['Black']	3	4	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) Cycling—Pay 2 life. (Pay 2 life, Discard this card: Draw a card.)	['FUT', 'MMA']
Zhalfirin Crusader	['Creature']	['Human', 'Knight']	3	['White']	2	2	Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.) {1}{W}: The next 1 damage that would be dealt to Zhalfirin Crusader this turn is dealt to target creature or player instead.	['VIS', 'VMA']
Flint Golem	['Artifact', 'Creature']	['Golem']	4	colorless	2	3	Whenever Flint Golem becomes blocked, defending player puts the top three cards of his or her library into his or her graveyard.	['NMS']
Harvest Mage	['Creature']	['Human', 'Spellshaper']	1	['Green']	1	1	{G}, {T}, Discard a card: Until end of turn, if you tap a land for mana, it produces one mana of a color of your choice instead of any other type and amount.	['NMS']
Rock Badger	['Creature']	['Badger', 'Beast']	5	['Red']	3	3	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)	['MMQ', '10E']
Malach of the Dawn	['Creature']	['Angel']	4	['White']	2	4	Flying {W}{W}{W}: Regenerate Malach of the Dawn.	['PLC']
